dataset,days,ncol,nrow,config_train,alg,score,t_run_s, t_fitted,nfrostorig,ntrain,nfrostsmote,var,RMSE,r2,Sensitivity,Acc,Precision,Specificity
dacc-temp,2,35,5516,smote,tabu,bge,786.323,0.14,1057,8984,4228,tunuyan.temp_min_t,2.75,0.86,0.83,0.9,0.85,0.93
dacc,2,65,5516,smote,tabu,loglik-g,486.102,0.436,390,3315,1560,junin.temp_min_t,2.11,0.91,0.76,0.94,0.75,0.96
dacc-spring,2,63,1828,smote,tabu,aic-g,180.399,0.211,347,2949,1388,tunuyan.temp_min_t,3.13,0.68,0.67,0.87,0.8,0.94
dacc-spring,2,63,1828,smote,tabu,aic-g,71.836,0.105,163,1385,652,agua_amarga.temp_min_t,2.68,0.73,0.64,0.91,0.51,0.94
dacc-spring,2,63,1828,smote,tabu,aic-g,99.506,0.129,216,1836,864,las_paredes.temp_min_t,3.22,0.68,0.74,0.89,0.57,0.91
dacc-temp,2,35,5516,smote,tabu,bge,276.479,0.057,496,4216,1984,agua_amarga.temp_min_t,2.24,0.88,0.76,0.92,0.72,0.95
dacc-spring,2,63,1828,smote,tabu,aic-g,116.546,0.145,242,2057,968,la_llave.temp_min_t,3.65,0.66,0.74,0.86,0.59,0.89
dacc-temp,2,35,5516,smote,tabu,bge,300.862,0.066,567,4819,2268,las_paredes.temp_min_t,2.89,0.83,0.74,0.91,0.75,0.95
dacc-spring,2,63,1828,smote,tabu,bge,441.396,0.051,118,1003,472,junin.temp_min_t,2.64,0.75,0.44,0.92,0.46,0.96
dacc-temp,2,35,5516,smote,tabu,bge,418,0.088,698,5933,2792,la_llave.temp_min_t,3.03,0.84,0.79,0.89,0.74,0.92
dacc,2,65,5516,smote,tabu,loglik-g,1396.107,1.195,1057,8984,4228,tunuyan.temp_min_t,2.59,0.87,0.82,0.91,0.87,0.94
dacc,2,65,5516,smote,tabu,loglik-g,570.002,0.516,496,4216,1984,agua_amarga.temp_min_t,2.07,0.9,0.68,0.93,0.78,0.97
dacc-spring,2,63,1828,smote,tabu,bge,1790.34,0.145,347,2949,1388,tunuyan.temp_min_t,3.1,0.68,0.69,0.88,0.83,0.95
dacc,2,65,5516,smote,tabu,loglik-g,672.118,0.579,567,4819,2268,las_paredes.temp_min_t,2.9,0.84,0.8,0.9,0.71,0.93
dacc-spring,2,63,1828,smote,tabu,bge,769.73,0.068,163,1385,652,agua_amarga.temp_min_t,2.98,0.73,0.76,0.9,0.48,0.91
dacc,2,65,5516,smote,tabu,loglik-g,828.3,0.711,698,5933,2792,la_llave.temp_min_t,2.92,0.85,0.82,0.9,0.75,0.92
dacc,2,65,5516,smote,tabu,aic-g,221.064,0.238,390,3315,1560,junin.temp_min_t,2.07,0.91,0.77,0.95,0.79,0.97
dacc-spring,2,63,1828,smote,tabu,bge,1119.042,0.093,216,1836,864,las_paredes.temp_min_t,3.28,0.67,0.73,0.88,0.52,0.9
dacc,2,65,5516,smote,tabu,aic-g,774.386,0.706,1057,8984,4228,tunuyan.temp_min_t,2.59,0.87,0.81,0.9,0.88,0.95
dacc,2,65,5516,smote,tabu,aic-g,276.498,0.298,496,4216,1984,agua_amarga.temp_min_t,2.06,0.9,0.73,0.93,0.77,0.96
dacc,2,65,5516,smote,tabu,aic-g,359.068,0.375,567,4819,2268,las_paredes.temp_min_t,2.76,0.85,0.77,0.91,0.73,0.94
dacc,2,65,5516,smote,tabu,aic-g,463.19,0.451,698,5933,2792,la_llave.temp_min_t,2.96,0.85,0.84,0.9,0.73,0.91
dacc-spring,2,63,1828,smote,tabu,bge,1171.868,0.092,242,2057,968,la_llave.temp_min_t,3.23,0.69,0.68,0.89,0.7,0.94
dacc,2,65,5516,smote,tabu,bge,1620.868,0.13,390,3315,1560,junin.temp_min_t,2.04,0.91,0.65,0.94,0.8,0.98
dacc,2,65,5516,smote,tabu,bge,6608.527,0.408,1057,8984,4228,tunuyan.temp_min_t,2.63,0.87,0.83,0.91,0.87,0.95
dacc,2,65,5516,smote,tabu,bge,2356.771,0.167,496,4216,1984,agua_amarga.temp_min_t,2.11,0.89,0.71,0.92,0.75,0.96
dacc,2,65,5516,smote,tabu,bge,2541.456,0.194,567,4819,2268,las_paredes.temp_min_t,2.82,0.84,0.77,0.9,0.72,0.93
dacc,2,65,5516,smote,tabu,bge,3819.709,0.266,698,5933,2792,la_llave.temp_min_t,2.89,0.86,0.83,0.9,0.75,0.92
dacc-temp,2,35,5516,smote,hc,bic-g,6.107,0.028,390,3315,1560,junin.temp_min_t,2.13,0.9,0.74,0.94,0.75,0.97
dacc-spring,2,63,1828,smote,hc,bic-g,11.734,0.028,118,1003,472,junin.temp_min_t,2.52,0.76,0.44,0.93,0.5,0.97
dacc-temp,2,35,5516,smote,hc,bic-g,23.424,0.086,1057,8984,4228,tunuyan.temp_min_t,2.76,0.86,0.83,0.9,0.85,0.93
dacc-temp,2,35,5516,smote,hc,bic-g,8.452,0.037,496,4216,1984,agua_amarga.temp_min_t,2.29,0.88,0.75,0.92,0.72,0.95
dacc-temp,2,35,5516,smote,hc,bic-g,10.305,0.043,567,4819,2268,las_paredes.temp_min_t,2.92,0.83,0.77,0.91,0.73,0.94
dacc-temp,2,35,5516,smote,hc,bic-g,12.598,0.054,698,5933,2792,la_llave.temp_min_t,3.05,0.84,0.8,0.89,0.74,0.92
dacc,2,65,5516,smote,hc,bic-g,72.102,0.194,390,3315,1560,junin.temp_min_t,2,0.91,0.72,0.94,0.79,0.97
dacc-spring,2,63,1828,smote,hc,bic-g,63.328,0.196,347,2949,1388,tunuyan.temp_min_t,3,0.7,0.72,0.88,0.82,0.94
dacc-temp,2,35,5516,smote,hc,loglik-g,31.442,0.09,390,3315,1560,junin.temp_min_t,2.15,0.9,0.74,0.94,0.76,0.97
dacc-spring,2,63,1828,smote,hc,bic-g,26.012,0.051,163,1385,652,agua_amarga.temp_min_t,2.55,0.76,0.62,0.92,0.58,0.95
dacc-spring,2,63,1828,smote,hc,bic-g,40.434,0.072,216,1836,864,las_paredes.temp_min_t,2.86,0.69,0.56,0.9,0.66,0.95
dacc-temp,2,35,5516,smote,hc,loglik-g,87.785,0.232,1057,8984,4228,tunuyan.temp_min_t,2.74,0.86,0.83,0.9,0.85,0.93
dacc-spring,2,63,1828,smote,hc,bic-g,52.675,0.085,242,2057,968,la_llave.temp_min_t,3.42,0.68,0.73,0.88,0.64,0.91
dacc-temp,2,35,5516,smote,hc,loglik-g,39.195,0.115,496,4216,1984,agua_amarga.temp_min_t,2.25,0.88,0.77,0.92,0.7,0.95
dacc-temp,2,35,5516,smote,hc,loglik-g,42.909,0.13,567,4819,2268,las_paredes.temp_min_t,2.88,0.83,0.75,0.9,0.73,0.94
dacc-spring,2,63,1828,smote,hc,loglik-g,130.023,0.147,118,1003,472,junin.temp_min_t,2.79,0.72,0.49,0.92,0.46,0.95
dacc-temp,2,35,5516,smote,hc,loglik-g,54.043,0.156,698,5933,2792,la_llave.temp_min_t,3.02,0.84,0.79,0.89,0.74,0.92
dacc-temp,2,35,5516,smote,hc,aic-g,16.793,0.061,390,3315,1560,junin.temp_min_t,2.13,0.9,0.75,0.94,0.75,0.96
dacc-temp,2,35,5516,smote,hc,aic-g,55.637,0.177,1057,8984,4228,tunuyan.temp_min_t,2.75,0.86,0.84,0.9,0.85,0.93
dacc-temp,2,35,5516,smote,hc,aic-g,20.397,0.071,496,4216,1984,agua_amarga.temp_min_t,2.27,0.88,0.76,0.92,0.71,0.95
dacc-temp,2,35,5516,smote,hc,aic-g,25.957,0.1,567,4819,2268,las_paredes.temp_min_t,2.93,0.83,0.75,0.9,0.73,0.94
dacc,2,65,5516,smote,hc,bic-g,408.232,0.648,1057,8984,4228,tunuyan.temp_min_t,2.57,0.87,0.84,0.91,0.87,0.94
dacc-temp,2,35,5516,smote,hc,aic-g,30.029,0.107,698,5933,2792,la_llave.temp_min_t,3.03,0.84,0.79,0.89,0.74,0.92
dacc,2,65,5516,smote,hc,bic-g,126.838,0.175,496,4216,1984,agua_amarga.temp_min_t,2.03,0.9,0.75,0.93,0.77,0.96
dacc-spring,2,63,1828,smote,hc,loglik-g,367.717,0.359,347,2949,1388,tunuyan.temp_min_t,3.14,0.68,0.72,0.88,0.8,0.94
dacc-temp,2,35,5516,smote,hc,bge,224.324,0.049,390,3315,1560,junin.temp_min_t,2.13,0.9,0.72,0.94,0.76,0.97
dacc,2,65,5516,smote,hc,bic-g,166.769,0.218,567,4819,2268,las_paredes.temp_min_t,2.72,0.85,0.75,0.91,0.74,0.94
dacc-spring,2,63,1828,smote,hc,loglik-g,163.338,0.188,163,1385,652,agua_amarga.temp_min_t,2.63,0.73,0.58,0.91,0.54,0.95
dacc,2,65,5516,smote,hc,bic-g,231.613,0.292,698,5933,2792,la_llave.temp_min_t,2.96,0.85,0.83,0.9,0.75,0.92
dacc-spring,2,63,1828,smote,hc,loglik-g,220.195,0.231,216,1836,864,las_paredes.temp_min_t,3.31,0.67,0.74,0.88,0.54,0.9
dacc-spring,2,63,1828,smote,hc,loglik-g,241.72,0.253,242,2057,968,la_llave.temp_min_t,3.54,0.67,0.75,0.88,0.62,0.9
dacc-spring,2,63,1828,smote,hc,aic-g,46.633,0.073,118,1003,472,junin.temp_min_t,2.76,0.74,0.56,0.92,0.48,0.95
dacc-temp,2,35,5516,smote,hc,bge,655.786,0.129,1057,8984,4228,tunuyan.temp_min_t,2.75,0.86,0.83,0.9,0.85,0.93
dacc,2,65,5516,smote,hc,loglik-g,485.47,0.454,390,3315,1560,junin.temp_min_t,2.03,0.91,0.76,0.94,0.77,0.97
dacc-spring,2,63,1828,smote,hc,aic-g,174.683,0.205,347,2949,1388,tunuyan.temp_min_t,3.15,0.67,0.68,0.88,0.81,0.94
dacc-spring,2,63,1828,smote,hc,aic-g,64.746,0.094,163,1385,652,agua_amarga.temp_min_t,2.7,0.75,0.64,0.91,0.51,0.94
dacc-temp,2,35,5516,smote,hc,bge,250.052,0.06,496,4216,1984,agua_amarga.temp_min_t,2.25,0.88,0.76,0.92,0.72,0.95
dacc-spring,2,63,1828,smote,hc,aic-g,88.805,0.122,216,1836,864,las_paredes.temp_min_t,3.24,0.68,0.76,0.9,0.58,0.92
dacc-spring,2,63,1828,smote,hc,aic-g,108.491,0.143,242,2057,968,la_llave.temp_min_t,3.46,0.67,0.72,0.88,0.63,0.91
dacc-temp,2,35,5516,smote,hc,bge,320.78,0.064,567,4819,2268,las_paredes.temp_min_t,2.92,0.83,0.75,0.9,0.73,0.94
dacc-spring,2,63,1828,smote,hc,bge,435.729,0.049,118,1003,472,junin.temp_min_t,2.67,0.74,0.58,0.94,0.58,0.97
dacc-temp,2,35,5516,smote,hc,bge,448.472,0.079,698,5933,2792,la_llave.temp_min_t,3.04,0.84,0.79,0.89,0.73,0.92
dacc,2,65,5516,smote,hc,loglik-g,1380.844,1.147,1057,8984,4228,tunuyan.temp_min_t,2.59,0.87,0.83,0.91,0.87,0.94
dacc,2,65,5516,smote,hc,loglik-g,491.554,0.409,496,4216,1984,agua_amarga.temp_min_t,2.09,0.9,0.75,0.93,0.76,0.96
dacc,2,65,5516,smote,hc,loglik-g,612.604,0.615,567,4819,2268,las_paredes.temp_min_t,2.8,0.84,0.79,0.91,0.74,0.94
dacc-spring,2,63,1828,smote,hc,bge,2052.783,0.146,347,2949,1388,tunuyan.temp_min_t,2.98,0.7,0.69,0.88,0.84,0.95
dacc-spring,2,63,1828,smote,hc,bge,475.621,0.044,163,1385,652,agua_amarga.temp_min_t,2.61,0.76,0.64,0.92,0.56,0.95
dacc,2,65,5516,smote,hc,loglik-g,845.008,0.747,698,5933,2792,la_llave.temp_min_t,3.01,0.85,0.83,0.89,0.72,0.91
dacc,2,65,5516,smote,hc,aic-g,236.596,0.254,390,3315,1560,junin.temp_min_t,2.12,0.9,0.73,0.94,0.75,0.97
dacc-spring,2,63,1828,smote,hc,bge,700.554,0.082,216,1836,864,las_paredes.temp_min_t,3.01,0.68,0.63,0.89,0.58,0.93
dacc,2,65,5516,smote,hc,aic-g,790.122,0.749,1057,8984,4228,tunuyan.temp_min_t,2.61,0.87,0.81,0.9,0.87,0.94
dacc,2,65,5516,smote,hc,aic-g,292.759,0.299,496,4216,1984,agua_amarga.temp_min_t,2.11,0.9,0.73,0.92,0.74,0.96
dacc,2,65,5516,smote,hc,aic-g,354.594,0.386,567,4819,2268,las_paredes.temp_min_t,2.73,0.85,0.74,0.91,0.75,0.95
dacc-spring,2,63,1828,smote,hc,bge,1123.899,0.097,242,2057,968,la_llave.temp_min_t,3.28,0.68,0.62,0.88,0.68,0.94
dacc,2,65,5516,smote,hc,aic-g,480.354,0.471,698,5933,2792,la_llave.temp_min_t,2.9,0.85,0.83,0.9,0.76,0.92
dacc,2,65,5516,smote,hc,bge,1880.484,0.131,390,3315,1560,junin.temp_min_t,2.08,0.91,0.67,0.94,0.79,0.97
dacc,2,65,5516,smote,hc,bge,6551.929,0.419,1057,8984,4228,tunuyan.temp_min_t,2.58,0.87,0.84,0.91,0.87,0.94
dacc,2,65,5516,smote,hc,bge,2229.462,0.17,496,4216,1984,agua_amarga.temp_min_t,2.09,0.9,0.71,0.92,0.76,0.96
dacc,2,65,5516,smote,hc,bge,2728.019,0.194,567,4819,2268,las_paredes.temp_min_t,2.74,0.85,0.74,0.91,0.76,0.95
dacc,2,65,5516,smote,hc,bge,3943.134,0.251,698,5933,2792,la_llave.temp_min_t,2.91,0.85,0.82,0.9,0.75,0.92
dacc-temp,3,50,5515,smote,hc,bic-g,23.947,0.066,390,3315,1560,junin.temp_min_t,2.16,0.9,0.74,0.94,0.76,0.97
dacc-spring,3,92,1827,smote,hc,bic-g,56.989,0.076,118,1003,472,junin.temp_min_t,2.37,0.79,0.3,0.93,0.54,0.98
dacc-temp,3,50,5515,smote,hc,bic-g,98.366,0.233,1057,8984,4228,tunuyan.temp_min_t,2.78,0.85,0.82,0.9,0.85,0.93
dacc-temp,3,50,5515,smote,hc,bic-g,35.81,0.107,496,4216,1984,agua_amarga.temp_min_t,2.24,0.88,0.75,0.92,0.73,0.95
dacc-temp,3,50,5515,smote,hc,bic-g,48.586,0.113,567,4819,2268,las_paredes.temp_min_t,2.91,0.83,0.74,0.9,0.74,0.94
dacc-temp,3,50,5515,smote,hc,bic-g,52.829,0.139,698,5933,2792,la_llave.temp_min_t,3.03,0.84,0.81,0.9,0.75,0.92
dacc,3,95,5515,smote,hc,bic-g,304.59,0.275,390,3315,1560,junin.temp_min_t,2.13,0.9,0.67,0.93,0.75,0.97
dacc-spring,3,92,1827,smote,hc,bic-g,269.933,0.241,347,2949,1388,tunuyan.temp_min_t,2.98,0.71,0.73,0.89,0.82,0.94
dacc-temp,3,50,5515,smote,hc,loglik-g,143.632,0.22,390,3315,1560,junin.temp_min_t,2.19,0.9,0.75,0.94,0.75,0.96
dacc-spring,3,92,1827,smote,hc,bic-g,91.499,0.098,163,1385,652,agua_amarga.temp_min_t,2.56,0.74,0.55,0.92,0.58,0.96
dacc-spring,3,92,1827,smote,hc,bic-g,132.621,0.132,216,1836,864,las_paredes.temp_min_t,3.2,0.67,0.64,0.89,0.59,0.93
dacc-spring,3,92,1827,smote,hc,bic-g,169.468,0.162,242,2057,968,la_llave.temp_min_t,3.53,0.67,0.74,0.88,0.64,0.91
dacc-temp,3,50,5515,smote,hc,loglik-g,398.549,0.569,1057,8984,4228,tunuyan.temp_min_t,2.79,0.85,0.83,0.9,0.85,0.93
dacc-temp,3,50,5515,smote,hc,loglik-g,182.472,0.281,496,4216,1984,agua_amarga.temp_min_t,2.21,0.89,0.8,0.93,0.72,0.95
dacc-temp,3,50,5515,smote,hc,loglik-g,203.249,0.304,567,4819,2268,las_paredes.temp_min_t,2.94,0.83,0.74,0.9,0.73,0.94
dacc-spring,3,92,1827,smote,hc,loglik-g,691.299,0.364,118,1003,472,junin.temp_min_t,2.81,0.73,0.6,0.92,0.49,0.95
dacc-temp,3,50,5515,smote,hc,loglik-g,269.681,0.375,698,5933,2792,la_llave.temp_min_t,3.04,0.84,0.82,0.89,0.74,0.92
dacc-temp,3,50,5515,smote,hc,aic-g,57.576,0.115,390,3315,1560,junin.temp_min_t,2.18,0.9,0.78,0.94,0.74,0.96
dacc-temp,3,50,5515,smote,hc,aic-g,224.888,0.389,1057,8984,4228,tunuyan.temp_min_t,2.75,0.86,0.82,0.9,0.85,0.93
dacc-temp,3,50,5515,smote,hc,aic-g,81.626,0.158,496,4216,1984,agua_amarga.temp_min_t,2.24,0.88,0.75,0.92,0.72,0.95
dacc,3,95,5515,smote,hc,bic-g,1550.276,1.016,1057,8984,4228,tunuyan.temp_min_t,2.61,0.87,0.83,0.91,0.87,0.94
dacc-temp,3,50,5515,smote,hc,aic-g,92.731,0.167,567,4819,2268,las_paredes.temp_min_t,2.89,0.83,0.74,0.91,0.74,0.94
dacc-temp,3,50,5515,smote,hc,aic-g,126.155,0.229,698,5933,2792,la_llave.temp_min_t,3.04,0.84,0.79,0.89,0.74,0.92
dacc,3,95,5515,smote,hc,bic-g,474.378,0.346,496,4216,1984,agua_amarga.temp_min_t,2.09,0.9,0.71,0.92,0.73,0.96
dacc-temp,3,50,5515,smote,hc,bge,616.788,0.097,390,3315,1560,junin.temp_min_t,2.18,0.9,0.77,0.94,0.73,0.96
dacc,3,95,5515,smote,hc,bic-g,498.45,0.409,567,4819,2268,las_paredes.temp_min_t,2.75,0.84,0.72,0.91,0.77,0.95
dacc-spring,3,92,1827,smote,hc,loglik-g,2032.661,0.927,347,2949,1388,tunuyan.temp_min_t,3.05,0.69,0.67,0.87,0.81,0.94
dacc,3,95,5515,smote,hc,bic-g,651.019,0.417,698,5933,2792,la_llave.temp_min_t,2.9,0.86,0.83,0.9,0.76,0.93
dacc-spring,3,92,1827,smote,hc,loglik-g,933.236,0.459,163,1385,652,agua_amarga.temp_min_t,2.78,0.73,0.73,0.91,0.53,0.93
dacc-temp,3,50,5515,smote,hc,bge,2306.292,0.254,1057,8984,4228,tunuyan.temp_min_t,2.78,0.85,0.83,0.9,0.84,0.93
dacc-spring,3,92,1827,smote,hc,loglik-g,1267.316,0.596,216,1836,864,las_paredes.temp_min_t,3.1,0.67,0.72,0.9,0.6,0.93
dacc,3,95,5515,smote,hc,loglik-g,2249.727,0.874,390,3315,1560,junin.temp_min_t,2.17,0.9,0.73,0.93,0.73,0.96
dacc-temp,3,50,5515,smote,hc,bge,765.889,0.116,496,4216,1984,agua_amarga.temp_min_t,2.19,0.89,0.78,0.93,0.74,0.95
dacc-temp,3,50,5515,smote,hc,bge,852.832,0.104,567,4819,2268,las_paredes.temp_min_t,2.9,0.83,0.74,0.9,0.74,0.94
dacc-spring,3,92,1827,smote,hc,loglik-g,1288.778,0.497,242,2057,968,la_llave.temp_min_t,3.38,0.67,0.71,0.88,0.63,0.91
dacc-spring,3,92,1827,smote,hc,aic-g,180.688,0.157,118,1003,472,junin.temp_min_t,2.77,0.72,0.51,0.92,0.48,0.96
dacc-temp,3,50,5515,smote,hc,bge,728.115,0.123,698,5933,2792,la_llave.temp_min_t,3.02,0.84,0.78,0.89,0.74,0.92
dacc-spring,3,92,1827,smote,hc,aic-g,655.965,0.362,347,2949,1388,tunuyan.temp_min_t,3.12,0.68,0.64,0.87,0.8,0.94
dacc-spring,3,92,1827,smote,hc,aic-g,222.113,0.148,163,1385,652,agua_amarga.temp_min_t,2.92,0.73,0.65,0.91,0.51,0.94
dacc-spring,3,92,1827,smote,hc,aic-g,346.084,0.203,216,1836,864,las_paredes.temp_min_t,3.56,0.65,0.76,0.87,0.5,0.88
dacc-spring,3,92,1827,smote,hc,aic-g,403.406,0.231,242,2057,968,la_llave.temp_min_t,3.48,0.66,0.71,0.87,0.62,0.91
dacc-spring,3,92,1827,smote,hc,bge,869.162,0.063,118,1003,472,junin.temp_min_t,2.68,0.74,0.53,0.92,0.47,0.95
dacc,3,95,5515,smote,hc,loglik-g,5935.636,2.365,1057,8984,4228,tunuyan.temp_min_t,2.58,0.87,0.81,0.9,0.87,0.95
dacc,3,95,5515,smote,hc,loglik-g,2633.15,1.088,496,4216,1984,agua_amarga.temp_min_t,2.12,0.89,0.67,0.92,0.75,0.96
dacc-spring,3,92,1827,smote,hc,bge,5327.179,0.213,347,2949,1388,tunuyan.temp_min_t,2.97,0.71,0.71,0.89,0.84,0.95
dacc-spring,3,92,1827,smote,hc,bge,1352.721,0.085,163,1385,652,agua_amarga.temp_min_t,2.56,0.75,0.62,0.92,0.58,0.95
dacc,3,95,5515,smote,hc,loglik-g,3048.704,1.261,567,4819,2268,las_paredes.temp_min_t,2.8,0.84,0.77,0.9,0.72,0.93
dacc-spring,3,92,1827,smote,hc,bge,1957.37,0.115,216,1836,864,las_paredes.temp_min_t,2.98,0.7,0.64,0.9,0.6,0.94
dacc-spring,3,92,1827,smote,hc,bge,2705.873,0.137,242,2057,968,la_llave.temp_min_t,3.38,0.68,0.72,0.88,0.63,0.91
dacc,3,95,5515,smote,hc,loglik-g,3748.425,1.543,698,5933,2792,la_llave.temp_min_t,2.9,0.86,0.83,0.9,0.75,0.92
dacc,3,95,5515,smote,hc,aic-g,701.481,0.388,390,3315,1560,junin.temp_min_t,2.15,0.9,0.7,0.94,0.78,0.97
dacc,3,95,5515,smote,hc,aic-g,2886.967,1.315,1057,8984,4228,tunuyan.temp_min_t,2.62,0.87,0.82,0.91,0.88,0.95
dacc,3,95,5515,smote,hc,aic-g,998.141,0.535,496,4216,1984,agua_amarga.temp_min_t,2.05,0.9,0.72,0.93,0.76,0.96
dacc,3,95,5515,smote,hc,aic-g,1195.994,0.601,567,4819,2268,las_paredes.temp_min_t,2.81,0.84,0.79,0.91,0.73,0.93
dacc,3,95,5515,smote,hc,aic-g,1540.913,0.77,698,5933,2792,la_llave.temp_min_t,2.95,0.85,0.83,0.9,0.75,0.92
dacc,3,95,5515,smote,hc,bge,5681.994,0.234,390,3315,1560,junin.temp_min_t,2.06,0.91,0.65,0.93,0.77,0.97
dacc,3,95,5515,smote,hc,bge,29949.077,0.822,1057,8984,4228,tunuyan.temp_min_t,2.57,0.87,0.83,0.91,0.88,0.95
dacc,3,95,5515,smote,hc,bge,7801.269,0.305,496,4216,1984,agua_amarga.temp_min_t,2.13,0.89,0.67,0.92,0.74,0.96
dacc,3,95,5515,smote,hc,bge,9710.699,0.36,567,4819,2268,las_paredes.temp_min_t,2.7,0.85,0.74,0.91,0.75,0.95
dacc,3,95,5515,smote,hc,bge,15274.608,0.489,698,5933,2792,la_llave.temp_min_t,2.84,0.86,0.82,0.9,0.76,0.93
dacc-temp,3,50,5515,smote,tabu,bic-g,29.799,0.072,390,3315,1560,junin.temp_min_t,2.16,0.9,0.75,0.94,0.75,0.97
dacc-spring,3,92,1827,smote,tabu,bic-g,59.832,0.078,118,1003,472,junin.temp_min_t,2.56,0.76,0.47,0.93,0.51,0.97
dacc-temp,3,50,5515,smote,tabu,bic-g,96.136,0.217,1057,8984,4228,tunuyan.temp_min_t,2.76,0.86,0.82,0.9,0.86,0.94
dacc-temp,3,50,5515,smote,tabu,bic-g,36.711,0.092,496,4216,1984,agua_amarga.temp_min_t,2.24,0.89,0.81,0.93,0.72,0.95
dacc-temp,3,50,5515,smote,tabu,bic-g,40.863,0.116,567,4819,2268,las_paredes.temp_min_t,2.86,0.83,0.74,0.9,0.74,0.94
dacc-temp,3,50,5515,smote,tabu,bic-g,59.088,0.146,698,5933,2792,la_llave.temp_min_t,3.03,0.84,0.79,0.89,0.74,0.92
dacc,3,95,5515,smote,tabu,bic-g,329.308,0.269,390,3315,1560,junin.temp_min_t,2.05,0.91,0.65,0.93,0.78,0.97
dacc-spring,3,92,1827,smote,tabu,bic-g,277.671,0.236,347,2949,1388,tunuyan.temp_min_t,3.08,0.69,0.73,0.89,0.81,0.94
dacc-temp,3,50,5515,smote,tabu,loglik-g,150.544,0.225,390,3315,1560,junin.temp_min_t,2.18,0.9,0.77,0.94,0.74,0.96
dacc-spring,3,92,1827,smote,tabu,bic-g,98.43,0.106,163,1385,652,agua_amarga.temp_min_t,2.57,0.74,0.6,0.92,0.58,0.95
dacc-spring,3,92,1827,smote,tabu,bic-g,141.305,0.137,216,1836,864,las_paredes.temp_min_t,3.12,0.67,0.62,0.9,0.61,0.94
dacc-spring,3,92,1827,smote,tabu,bic-g,158.058,0.156,242,2057,968,la_llave.temp_min_t,3.4,0.68,0.7,0.88,0.65,0.92
dacc-temp,3,50,5515,smote,tabu,loglik-g,429.175,0.595,1057,8984,4228,tunuyan.temp_min_t,2.76,0.86,0.83,0.9,0.85,0.94
dacc-temp,3,50,5515,smote,tabu,loglik-g,189.776,0.29,496,4216,1984,agua_amarga.temp_min_t,2.29,0.88,0.76,0.92,0.71,0.95
dacc-temp,3,50,5515,smote,tabu,loglik-g,217.565,0.323,567,4819,2268,las_paredes.temp_min_t,2.93,0.83,0.75,0.9,0.7,0.93
dacc-spring,3,92,1827,smote,tabu,loglik-g,741.498,0.384,118,1003,472,junin.temp_min_t,3.14,0.65,0.47,0.91,0.42,0.95
dacc-temp,3,50,5515,smote,tabu,loglik-g,274.529,0.412,698,5933,2792,la_llave.temp_min_t,3.03,0.84,0.8,0.89,0.74,0.92
dacc-temp,3,50,5515,smote,tabu,aic-g,63.675,0.129,390,3315,1560,junin.temp_min_t,2.18,0.9,0.76,0.94,0.74,0.96
dacc-temp,3,50,5515,smote,tabu,aic-g,225.823,0.371,1057,8984,4228,tunuyan.temp_min_t,2.76,0.86,0.83,0.9,0.85,0.93
dacc,3,95,5515,smote,tabu,bic-g,1522.322,0.921,1057,8984,4228,tunuyan.temp_min_t,2.55,0.88,0.84,0.91,0.88,0.95
dacc-temp,3,50,5515,smote,tabu,aic-g,84.347,0.159,496,4216,1984,agua_amarga.temp_min_t,2.24,0.88,0.76,0.93,0.73,0.95
dacc-temp,3,50,5515,smote,tabu,aic-g,88.073,0.19,567,4819,2268,las_paredes.temp_min_t,2.9,0.83,0.77,0.9,0.72,0.93
dacc-temp,3,50,5515,smote,tabu,aic-g,121.172,0.22,698,5933,2792,la_llave.temp_min_t,3.03,0.84,0.79,0.89,0.74,0.92
dacc,3,95,5515,smote,tabu,bic-g,418.741,0.258,496,4216,1984,agua_amarga.temp_min_t,2.06,0.9,0.71,0.93,0.76,0.96
dacc,3,95,5515,smote,tabu,bic-g,507.702,0.312,567,4819,2268,las_paredes.temp_min_t,2.74,0.84,0.68,0.9,0.75,0.95
dacc-temp,3,50,5515,smote,tabu,bge,752.568,0.088,390,3315,1560,junin.temp_min_t,2.15,0.9,0.76,0.94,0.74,0.96
dacc,3,95,5515,smote,tabu,bic-g,688.608,0.528,698,5933,2792,la_llave.temp_min_t,2.89,0.86,0.83,0.9,0.75,0.92
dacc-spring,3,92,1827,smote,tabu,loglik-g,2080.526,0.926,347,2949,1388,tunuyan.temp_min_t,3.05,0.69,0.71,0.87,0.78,0.93
dacc-spring,3,92,1827,smote,tabu,loglik-g,934.579,0.465,163,1385,652,agua_amarga.temp_min_t,2.73,0.72,0.62,0.91,0.54,0.95
dacc-temp,3,50,5515,smote,tabu,bge,1810.772,0.21,1057,8984,4228,tunuyan.temp_min_t,2.76,0.86,0.83,0.9,0.85,0.93
dacc-temp,3,50,5515,smote,tabu,bge,544.298,0.081,496,4216,1984,agua_amarga.temp_min_t,2.3,0.88,0.76,0.92,0.71,0.95
dacc-spring,3,92,1827,smote,tabu,loglik-g,1223.797,0.591,216,1836,864,las_paredes.temp_min_t,3.17,0.68,0.72,0.88,0.53,0.9
dacc-temp,3,50,5515,smote,tabu,bge,745.909,0.097,567,4819,2268,las_paredes.temp_min_t,2.91,0.83,0.74,0.9,0.73,0.94
