dataset,days,ncol,nrow,config_train,alg,score,t_run_s, t_fitted,nfrostorig,ntrain,nfrostsmote,var,RMSE,r2,Sensitivity,Acc,Precision,Specificity
dacc-temp,3,50,5515,smote,tabu,aic-g,49.313,0.097,390,3315,1560,junin.temp_min_t,2.15,0.9,0.77,0.94,0.75,0.96
dacc-temp,3,50,5515,smote,tabu,aic-g,199.592,0.354,1057,8984,4228,tunuyan.temp_min_t,2.78,0.86,0.82,0.9,0.85,0.94
dacc-temp,3,50,5515,smote,tabu,aic-g,67.588,0.137,496,4216,1984,agua_amarga.temp_min_t,2.27,0.88,0.77,0.92,0.73,0.95
dacc-spring,2,63,1828,smote,tabu,bge,939.266,0.091,242,2057,968,la_llave.temp_min_t,3.54,0.67,0.75,0.87,0.61,0.9
dacc-spring,2,63,1828,normal,local,bic-g,0,0.002,NA,1242,NA,junin.temp_min_t,2.24,0.81,0.19,0.94,0.73,0.99
dacc-spring,2,63,1828,normal,local,bic-g,0,0.002,NA,1242,NA,tunuyan.temp_min_t,3.11,0.69,0.6,0.86,0.83,0.96
dacc-spring,2,63,1828,normal,local,bic-g,0,0.002,NA,1242,NA,agua_amarga.temp_min_t,2.51,0.73,0.29,0.92,0.67,0.98
dacc-spring,2,63,1828,normal,local,bic-g,0,0.002,NA,1242,NA,las_paredes.temp_min_t,2.83,0.69,0.46,0.91,0.73,0.97
dacc-spring,2,63,1828,normal,local,bic-g,0,0.002,NA,1242,NA,la_llave.temp_min_t,3.17,0.69,0.59,0.89,0.75,0.96
dacc-spring,2,63,1828,smote,local,bic-g,0,0.002,118,1003,472,junin.temp_min_t,2.24,0.81,0.35,0.94,0.68,0.99
dacc-spring,2,63,1828,smote,local,bic-g,0,0.003,347,2949,1388,tunuyan.temp_min_t,3.07,0.69,0.68,0.88,0.82,0.95
dacc-spring,2,63,1828,smote,local,bic-g,0,0.002,163,1385,652,agua_amarga.temp_min_t,2.63,0.73,0.44,0.92,0.59,0.97
dacc-spring,2,63,1828,smote,local,bic-g,0,0.002,216,1836,864,las_paredes.temp_min_t,2.99,0.68,0.63,0.9,0.6,0.94
dacc-spring,2,63,1828,smote,local,bic-g,0,0.002,242,2057,968,la_llave.temp_min_t,3.29,0.69,0.72,0.89,0.68,0.93
dacc-temp,3,50,5515,smote,tabu,aic-g,78.864,0.169,567,4819,2268,las_paredes.temp_min_t,2.93,0.83,0.76,0.9,0.72,0.93
dacc-spring,3,92,1827,normal,hc,bic-g,48.365,0.074,NA,1241,NA,junin.temp_min_t,2.28,0.8,0.3,0.94,0.65,0.99
dacc-spring,3,92,1827,normal,hc,bic-g,48.365,0.074,NA,1241,NA,tunuyan.temp_min_t,3.09,0.69,0.6,0.87,0.84,0.96
dacc-spring,3,92,1827,normal,hc,bic-g,48.365,0.074,NA,1241,NA,agua_amarga.temp_min_t,2.44,0.76,0.6,0.93,0.61,0.96
dacc-spring,3,92,1827,normal,hc,bic-g,48.365,0.074,NA,1241,NA,las_paredes.temp_min_t,2.77,0.71,0.53,0.92,0.84,0.98
dacc-spring,3,92,1827,normal,hc,bic-g,48.365,0.074,NA,1241,NA,la_llave.temp_min_t,3.31,0.67,0.67,0.89,0.7,0.94
dacc-spring,3,92,1827,smote,hc,bic-g,55.264,0.074,118,1003,472,junin.temp_min_t,2.47,0.77,0.3,0.92,0.46,0.97
dacc-temp,3,50,5515,smote,tabu,aic-g,102.57,0.192,698,5933,2792,la_llave.temp_min_t,3.05,0.84,0.8,0.89,0.74,0.92
dacc-spring,3,92,1827,smote,hc,bic-g,264.582,0.203,347,2949,1388,tunuyan.temp_min_t,3.05,0.7,0.63,0.88,0.86,0.96
dacc-spring,3,92,1827,smote,hc,bic-g,73.847,0.081,163,1385,652,agua_amarga.temp_min_t,2.55,0.75,0.64,0.92,0.56,0.95
dacc-spring,3,92,1827,smote,hc,bic-g,116.93,0.126,216,1836,864,las_paredes.temp_min_t,3.15,0.68,0.69,0.89,0.56,0.92
dacc-temp,3,50,5515,normal,tabu,bge,457.12,0.065,NA,3749,NA,junin.temp_min_t,2.12,0.9,0.6,0.94,0.85,0.98
dacc-temp,3,50,5515,normal,tabu,bge,457.12,0.065,NA,3749,NA,tunuyan.temp_min_t,2.75,0.86,0.78,0.9,0.87,0.95
dacc-temp,3,50,5515,normal,tabu,bge,457.12,0.065,NA,3749,NA,agua_amarga.temp_min_t,2.22,0.88,0.61,0.92,0.77,0.97
dacc-temp,3,50,5515,normal,tabu,bge,457.12,0.065,NA,3749,NA,las_paredes.temp_min_t,2.81,0.83,0.64,0.91,0.82,0.97
dacc-temp,3,50,5515,normal,tabu,bge,457.12,0.065,NA,3749,NA,la_llave.temp_min_t,3.02,0.84,0.67,0.89,0.8,0.95
dacc-spring,3,92,1827,smote,hc,bic-g,134.961,0.144,242,2057,968,la_llave.temp_min_t,3.38,0.68,0.75,0.89,0.65,0.91
dacc-temp,3,50,5515,smote,tabu,bge,629.625,0.069,390,3315,1560,junin.temp_min_t,2.18,0.9,0.76,0.94,0.76,0.97
dacc-spring,3,92,1827,normal,hc,loglik-g,760.929,0.331,NA,1241,NA,junin.temp_min_t,2.36,0.79,0.47,0.94,0.62,0.98
dacc-spring,3,92,1827,normal,hc,loglik-g,760.929,0.331,NA,1241,NA,tunuyan.temp_min_t,3.04,0.7,0.61,0.86,0.82,0.95
dacc-spring,3,92,1827,normal,hc,loglik-g,760.929,0.331,NA,1241,NA,agua_amarga.temp_min_t,2.39,0.76,0.49,0.92,0.61,0.97
dacc-spring,3,92,1827,normal,hc,loglik-g,760.929,0.331,NA,1241,NA,las_paredes.temp_min_t,2.96,0.69,0.6,0.89,0.58,0.93
dacc-spring,3,92,1827,normal,hc,loglik-g,760.929,0.331,NA,1241,NA,la_llave.temp_min_t,3.26,0.68,0.64,0.88,0.67,0.93
dacc,2,65,5516,normal,hc,bge,2195.389,0.164,NA,3750,NA,junin.temp_min_t,2.03,0.91,0.6,0.93,0.82,0.98
dacc,2,65,5516,normal,hc,bge,2195.389,0.164,NA,3750,NA,tunuyan.temp_min_t,2.63,0.87,0.79,0.9,0.89,0.96
dacc,2,65,5516,normal,hc,bge,2195.389,0.164,NA,3750,NA,agua_amarga.temp_min_t,2.06,0.9,0.61,0.92,0.76,0.97
dacc,2,65,5516,normal,hc,bge,2195.389,0.164,NA,3750,NA,las_paredes.temp_min_t,2.71,0.85,0.56,0.9,0.81,0.97
dacc,2,65,5516,normal,hc,bge,2195.389,0.164,NA,3750,NA,la_llave.temp_min_t,2.89,0.85,0.72,0.9,0.8,0.95
dacc-spring,3,92,1827,smote,hc,loglik-g,640.681,0.267,118,1003,472,junin.temp_min_t,2.93,0.7,0.53,0.94,0.56,0.97
dacc-temp,3,50,5515,smote,tabu,bge,2133.184,0.233,1057,8984,4228,tunuyan.temp_min_t,2.75,0.86,0.83,0.9,0.85,0.93
dacc,2,65,5516,smote,hc,bge,2106.932,0.168,390,3315,1560,junin.temp_min_t,2.12,0.9,0.64,0.93,0.79,0.98
dacc-spring,3,92,1827,smote,hc,loglik-g,1879.837,0.821,347,2949,1388,tunuyan.temp_min_t,3.06,0.69,0.68,0.87,0.79,0.94
dacc-temp,3,50,5515,smote,tabu,bge,706.888,0.094,496,4216,1984,agua_amarga.temp_min_t,2.23,0.89,0.81,0.93,0.73,0.95
dacc-spring,3,92,1827,smote,hc,loglik-g,868.19,0.341,163,1385,652,agua_amarga.temp_min_t,2.81,0.73,0.75,0.91,0.53,0.93
dacc-temp,3,50,5515,smote,tabu,bge,829.032,0.106,567,4819,2268,las_paredes.temp_min_t,2.86,0.83,0.75,0.91,0.74,0.94
dacc-temp,3,50,5515,smote,tabu,bge,1075.877,0.128,698,5933,2792,la_llave.temp_min_t,3.02,0.84,0.79,0.89,0.75,0.93
dacc-temp,3,50,5515,normal,local,bic-g,0,0.002,NA,3749,NA,junin.temp_min_t,2.2,0.89,0.56,0.93,0.83,0.98
dacc-temp,3,50,5515,normal,local,bic-g,0,0.003,NA,3749,NA,tunuyan.temp_min_t,2.91,0.84,0.77,0.89,0.86,0.94
dacc-temp,3,50,5515,normal,local,bic-g,0,0.002,NA,3749,NA,agua_amarga.temp_min_t,2.31,0.87,0.54,0.91,0.77,0.97
dacc-temp,3,50,5515,normal,local,bic-g,0,0.002,NA,3749,NA,las_paredes.temp_min_t,2.97,0.81,0.63,0.91,0.83,0.97
dacc-temp,3,50,5515,normal,local,bic-g,0,0.002,NA,3749,NA,la_llave.temp_min_t,3.12,0.83,0.67,0.89,0.79,0.95
dacc-temp,3,50,5515,smote,local,bic-g,0,0.002,390,3315,1560,junin.temp_min_t,2.22,0.89,0.71,0.94,0.77,0.97
dacc-temp,3,50,5515,smote,local,bic-g,0,0.005,1057,8984,4228,tunuyan.temp_min_t,2.9,0.84,0.81,0.89,0.83,0.93
dacc-temp,3,50,5515,smote,local,bic-g,0,0.003,496,4216,1984,agua_amarga.temp_min_t,2.33,0.87,0.68,0.92,0.73,0.96
dacc-temp,3,50,5515,smote,local,bic-g,0,0.003,567,4819,2268,las_paredes.temp_min_t,3.03,0.81,0.72,0.89,0.71,0.93
dacc-temp,3,50,5515,smote,local,bic-g,0,0.003,698,5933,2792,la_llave.temp_min_t,3.15,0.83,0.78,0.89,0.75,0.92
dacc-spring,3,92,1827,smote,hc,loglik-g,1150.766,0.584,216,1836,864,las_paredes.temp_min_t,3.26,0.68,0.76,0.89,0.55,0.91
dacc-temp,4,65,5514,normal,hc,bic-g,41.258,0.07,NA,3749,NA,junin.temp_min_t,2.12,0.9,0.59,0.93,0.84,0.98
dacc-temp,4,65,5514,normal,hc,bic-g,41.258,0.07,NA,3749,NA,tunuyan.temp_min_t,2.77,0.86,0.78,0.89,0.87,0.94
dacc-temp,4,65,5514,normal,hc,bic-g,41.258,0.07,NA,3749,NA,agua_amarga.temp_min_t,2.22,0.88,0.62,0.92,0.78,0.97
dacc-temp,4,65,5514,normal,hc,bic-g,41.258,0.07,NA,3749,NA,las_paredes.temp_min_t,2.81,0.83,0.64,0.91,0.82,0.97
dacc-temp,4,65,5514,normal,hc,bic-g,41.258,0.07,NA,3749,NA,la_llave.temp_min_t,3.03,0.84,0.67,0.89,0.8,0.95
dacc-temp,4,65,5514,smote,hc,bic-g,47.27,0.094,390,3315,1560,junin.temp_min_t,2.13,0.9,0.77,0.94,0.75,0.96
dacc-temp,4,65,5514,smote,hc,bic-g,205.412,0.333,1057,8984,4228,tunuyan.temp_min_t,2.78,0.85,0.83,0.9,0.84,0.93
dacc-temp,4,65,5514,smote,hc,bic-g,65.424,0.115,496,4216,1984,agua_amarga.temp_min_t,2.28,0.88,0.74,0.92,0.73,0.95
dacc-temp,4,65,5514,smote,hc,bic-g,85.108,0.147,567,4819,2268,las_paredes.temp_min_t,2.86,0.83,0.75,0.91,0.75,0.94
dacc-temp,4,65,5514,smote,hc,bic-g,111.802,0.197,698,5933,2792,la_llave.temp_min_t,3.03,0.84,0.8,0.9,0.75,0.92
dacc-temp,4,65,5514,normal,hc,loglik-g,460.428,0.458,NA,3749,NA,junin.temp_min_t,2.12,0.9,0.6,0.94,0.85,0.98
dacc-temp,4,65,5514,normal,hc,loglik-g,460.428,0.458,NA,3749,NA,tunuyan.temp_min_t,2.75,0.86,0.79,0.9,0.87,0.95
dacc-temp,4,65,5514,normal,hc,loglik-g,460.428,0.458,NA,3749,NA,agua_amarga.temp_min_t,2.22,0.88,0.62,0.92,0.77,0.97
dacc-temp,4,65,5514,normal,hc,loglik-g,460.428,0.458,NA,3749,NA,las_paredes.temp_min_t,2.83,0.83,0.64,0.91,0.81,0.97
dacc-temp,4,65,5514,normal,hc,loglik-g,460.428,0.458,NA,3749,NA,la_llave.temp_min_t,3.03,0.84,0.67,0.89,0.81,0.95
dacc-spring,3,92,1827,smote,hc,loglik-g,1288.196,0.568,242,2057,968,la_llave.temp_min_t,3.46,0.66,0.7,0.88,0.64,0.92
dacc-temp,4,65,5514,smote,hc,loglik-g,415.804,0.36,390,3315,1560,junin.temp_min_t,2.15,0.9,0.73,0.94,0.76,0.97
dacc-spring,3,92,1827,normal,hc,aic-g,145.152,0.142,NA,1241,NA,junin.temp_min_t,2.34,0.79,0.42,0.94,0.62,0.98
dacc-spring,3,92,1827,normal,hc,aic-g,145.152,0.142,NA,1241,NA,tunuyan.temp_min_t,3.08,0.69,0.63,0.87,0.85,0.96
dacc-spring,3,92,1827,normal,hc,aic-g,145.152,0.142,NA,1241,NA,agua_amarga.temp_min_t,2.41,0.77,0.58,0.93,0.63,0.96
dacc-spring,3,92,1827,normal,hc,aic-g,145.152,0.142,NA,1241,NA,las_paredes.temp_min_t,2.99,0.68,0.6,0.9,0.62,0.94
dacc-spring,3,92,1827,normal,hc,aic-g,145.152,0.142,NA,1241,NA,la_llave.temp_min_t,3.26,0.68,0.64,0.89,0.69,0.94
dacc-spring,3,92,1827,smote,hc,aic-g,190.173,0.151,118,1003,472,junin.temp_min_t,2.64,0.75,0.44,0.93,0.54,0.97
dacc-spring,3,92,1827,smote,hc,aic-g,778.98,0.47,347,2949,1388,tunuyan.temp_min_t,3.06,0.69,0.71,0.88,0.8,0.94
dacc-temp,4,65,5514,smote,hc,loglik-g,1152.574,1.013,1057,8984,4228,tunuyan.temp_min_t,2.75,0.86,0.82,0.9,0.85,0.94
dacc-spring,3,92,1827,smote,hc,aic-g,291.261,0.203,163,1385,652,agua_amarga.temp_min_t,2.77,0.72,0.56,0.9,0.47,0.93
dacc-spring,3,92,1827,smote,hc,aic-g,419.832,0.288,216,1836,864,las_paredes.temp_min_t,3.24,0.67,0.72,0.89,0.58,0.92
dacc-temp,4,65,5514,smote,hc,loglik-g,525.955,0.436,496,4216,1984,agua_amarga.temp_min_t,2.27,0.88,0.74,0.92,0.72,0.95
dacc-spring,3,92,1827,smote,hc,aic-g,449.515,0.23,242,2057,968,la_llave.temp_min_t,3.57,0.67,0.75,0.87,0.61,0.9
dacc-temp,4,65,5514,smote,hc,loglik-g,616.856,0.566,567,4819,2268,las_paredes.temp_min_t,2.89,0.83,0.73,0.91,0.75,0.94
dacc-temp,4,65,5514,smote,hc,loglik-g,761.787,0.658,698,5933,2792,la_llave.temp_min_t,3.03,0.84,0.79,0.89,0.74,0.92
dacc-spring,3,92,1827,normal,hc,bge,1004.487,0.065,NA,1241,NA,junin.temp_min_t,2.28,0.8,0.3,0.94,0.65,0.99
dacc-spring,3,92,1827,normal,hc,bge,1004.487,0.065,NA,1241,NA,tunuyan.temp_min_t,3.09,0.69,0.62,0.87,0.83,0.96
dacc-spring,3,92,1827,normal,hc,bge,1004.487,0.065,NA,1241,NA,agua_amarga.temp_min_t,2.44,0.76,0.6,0.93,0.61,0.96
dacc-spring,3,92,1827,normal,hc,bge,1004.487,0.065,NA,1241,NA,las_paredes.temp_min_t,2.81,0.7,0.5,0.91,0.78,0.98
dacc-spring,3,92,1827,normal,hc,bge,1004.487,0.065,NA,1241,NA,la_llave.temp_min_t,3.27,0.68,0.64,0.89,0.71,0.95
dacc-temp,4,65,5514,normal,hc,aic-g,123.368,0.179,NA,3749,NA,junin.temp_min_t,2.12,0.9,0.61,0.94,0.84,0.98
dacc-temp,4,65,5514,normal,hc,aic-g,123.368,0.179,NA,3749,NA,tunuyan.temp_min_t,2.75,0.86,0.79,0.9,0.87,0.94
dacc-temp,4,65,5514,normal,hc,aic-g,123.368,0.179,NA,3749,NA,agua_amarga.temp_min_t,2.22,0.88,0.61,0.92,0.77,0.97
dacc-temp,4,65,5514,normal,hc,aic-g,123.368,0.179,NA,3749,NA,las_paredes.temp_min_t,2.82,0.83,0.64,0.91,0.84,0.97
dacc-temp,4,65,5514,normal,hc,aic-g,123.368,0.179,NA,3749,NA,la_llave.temp_min_t,3.03,0.84,0.67,0.89,0.82,0.96
dacc-temp,4,65,5514,smote,hc,aic-g,141.129,0.194,390,3315,1560,junin.temp_min_t,2.15,0.9,0.75,0.94,0.76,0.97
dacc-temp,4,65,5514,smote,hc,aic-g,536.817,0.574,1057,8984,4228,tunuyan.temp_min_t,2.76,0.86,0.82,0.9,0.85,0.93
dacc-temp,4,65,5514,smote,hc,aic-g,185.024,0.192,496,4216,1984,agua_amarga.temp_min_t,2.25,0.88,0.78,0.93,0.75,0.95
dacc-temp,4,65,5514,smote,hc,aic-g,209.399,0.254,567,4819,2268,las_paredes.temp_min_t,2.89,0.83,0.76,0.91,0.75,0.94
dacc-spring,3,92,1827,smote,hc,bge,1231.871,0.09,118,1003,472,junin.temp_min_t,2.65,0.74,0.44,0.93,0.54,0.97
dacc-temp,4,65,5514,smote,hc,aic-g,311.231,0.295,698,5933,2792,la_llave.temp_min_t,3.04,0.84,0.79,0.89,0.73,0.92
dacc-temp,4,65,5514,normal,hc,bge,917.91,0.113,NA,3749,NA,junin.temp_min_t,2.13,0.9,0.58,0.93,0.84,0.98
dacc-temp,4,65,5514,normal,hc,bge,917.91,0.113,NA,3749,NA,tunuyan.temp_min_t,2.76,0.86,0.79,0.9,0.86,0.94
dacc-temp,4,65,5514,normal,hc,bge,917.91,0.113,NA,3749,NA,agua_amarga.temp_min_t,2.23,0.88,0.61,0.92,0.77,0.97
dacc-temp,4,65,5514,normal,hc,bge,917.91,0.113,NA,3749,NA,las_paredes.temp_min_t,2.83,0.83,0.62,0.9,0.81,0.97
dacc-temp,4,65,5514,normal,hc,bge,917.91,0.113,NA,3749,NA,la_llave.temp_min_t,3.02,0.84,0.67,0.89,0.8,0.95
dacc,2,65,5516,smote,hc,bge,9613.782,0.522,1057,8984,4228,tunuyan.temp_min_t,2.59,0.87,0.85,0.91,0.87,0.94
dacc-temp,4,65,5514,smote,hc,bge,1158.094,0.096,390,3315,1560,junin.temp_min_t,2.16,0.9,0.76,0.94,0.76,0.97
dacc,2,65,5516,smote,hc,bge,3179.908,0.246,496,4216,1984,agua_amarga.temp_min_t,2.07,0.9,0.68,0.92,0.77,0.96
dacc-spring,3,92,1827,smote,hc,bge,7069.229,0.238,347,2949,1388,tunuyan.temp_min_t,3.1,0.68,0.68,0.88,0.82,0.95
dacc-temp,4,65,5514,smote,hc,bge,6202.625,0.368,1057,8984,4228,tunuyan.temp_min_t,2.78,0.85,0.82,0.9,0.85,0.93
dacc,2,65,5516,smote,hc,bge,3890.049,0.218,567,4819,2268,las_paredes.temp_min_t,2.8,0.84,0.74,0.9,0.73,0.94
dacc-spring,3,92,1827,smote,hc,bge,1961.974,0.122,163,1385,652,agua_amarga.temp_min_t,2.67,0.74,0.69,0.91,0.53,0.94
dacc-temp,4,65,5514,smote,hc,bge,1842.252,0.157,496,4216,1984,agua_amarga.temp_min_t,2.2,0.89,0.78,0.93,0.73,0.95
dacc-spring,3,92,1827,smote,hc,bge,2896.772,0.145,216,1836,864,las_paredes.temp_min_t,3.11,0.68,0.65,0.89,0.57,0.92
dacc-temp,4,65,5514,smote,hc,bge,2006.216,0.176,567,4819,2268,las_paredes.temp_min_t,2.85,0.83,0.75,0.9,0.73,0.94
