dataset,var,config.train,config.vars,T,alg,t_run_s,FAR,Accuracy,Kappa,AccuracyLower,AccuracyUpper,AccuracyNull,AccuracyPValue,McnemarPValue,Sensitivity,Specificity,Pos Pred Value,Neg Pred Value,Precision,Recall,F1,Prevalence,Detection Rate,Detection Prevalence,Balanced Accuracy,ROC,Sens,Spec
dacc-temp,la_llave.temp_min,normal,local,3,rpart,2.087,0.23,0.8884484711,0.6676639556,0.8728327375,0.9027597931,0.7774631937,7.7E-34,0.02261328789,0.7073791349,0.9402767662,0.7722222222,0.9182076814,0.7722222222,0.7073791349,0.7383798141,0.2225368063,0.1574178935,0.2038505096,0.8238279505,0.9122353139,0.7163323782,0.9292035398
dacc-temp,la_llave.temp_min,normal,local,4,C5.0,4.471,0.26,0.88101983,0.6537793304,0.8649955314,0.8957647922,0.7773371105,2.2E-29,0.6290631518,0.7226463104,0.9263848397,0.7376623377,0.9210144928,0.7376623377,0.7226463104,0.7300771208,0.2226628895,0.1609065156,0.2181303116,0.824515575,0.9455582697,0.7449856734,0.9328089151
dacc-temp,la_llave.temp_min,normal,local,3,glm,2.873,0.23,0.8873159683,0.6630281575,0.871637399,0.9016940684,0.7774631937,3.97E-33,0.01071150228,0.6997455471,0.9410050983,0.7724719101,0.9163120567,0.7724719101,0.6997455471,0.7343124166,0.2225368063,0.1557191393,0.201585504,0.8203753227,0.9425727297,0.6389684814,0.9455916093
dacc-temp,la_llave.temp_min,normal,local,4,rpart,3.031,0.22,0.8872521246,0.6610665882,0.8715653182,0.9016379391,0.7773371105,3.94E-33,0.002907982996,0.6921119593,0.943148688,0.7771428571,0.9144876325,0.7771428571,0.6921119593,0.732166891,0.2226628895,0.1541076487,0.1983002833,0.8176303237,0.9319521806,0.7693409742,0.9649295313
dacc-temp,la_llave.temp_min,normal,all,1,C5.0,5.419,0.25,0.8918459796,0.6921935542,0.8764216365,0.9059540648,0.7774631937,4.88E-36,0.2469785773,0.7786259542,0.9242534596,0.7463414634,0.935840708,0.7463414634,0.7786259542,0.7621419676,0.2225368063,0.1732729332,0.2321630804,0.8514397069,0.9471277254,0.8638968481,0.9220438913
dacc-temp,la_llave.temp_min,normal,all,3,glm,5.269,0.21,0.8907134768,0.6713350909,0.8752248498,0.9048897979,0.7774631937,2.7E-35,0.002500952664,0.6997455471,0.945375091,0.7857142857,0.9166666667,0.7857142857,0.6997455471,0.7402422611,0.2225368063,0.1557191393,0.1981879955,0.8225603191,0.949944074,0.6862464183,0.9416584726
dacc-temp,la_llave.temp_min,normal,all,1,rpart,2.993,0.21,0.889580974,0.6641203654,0.8740285523,0.9038250384,0.7774631937,1.46E-34,0.0001101732512,0.6819338422,0.9490167516,0.7928994083,0.912464986,0.7928994083,0.6819338422,0.7332421341,0.2225368063,0.1517553794,0.1913929785,0.8154752969,0.9099934115,0.7421203438,0.9377661317
dacc-temp,la_llave.temp_min,normal,all,2,C5.0,9.636,0.23,0.8941109853,0.6903317399,0.8788167047,0.9080810939,0.7774631937,1.49E-37,0.3802005096,0.7455470738,0.9366351056,0.7710526316,0.9278499278,0.7710526316,0.7455470738,0.7580853816,0.2225368063,0.1659116648,0.2151755379,0.8410910897,0.9152012209,0.8108882521,0.9298820446
dacc-temp,la_llave.temp_min,normal,local,1,glm,2.416,0.22,0.8873159683,0.661117529,0.871637399,0.9016940684,0.7774631937,3.97E-33,0.002907982996,0.6921119593,0.9431900947,0.7771428571,0.9145480226,0.7771428571,0.6921119593,0.732166891,0.2225368063,0.1540203851,0.1981879955,0.817651027,0.9405756187,0.6217765043,0.9446446119
dacc-temp,la_llave.temp_min,normal,all,2,rpart,3.611,0.22,0.8918459796,0.6777858656,0.8764216365,0.9059540648,0.7774631937,4.88E-36,0.02058893364,0.7150127226,0.9424617626,0.7805555556,0.920341394,0.7805555556,0.7150127226,0.7463479416,0.2225368063,0.1591166478,0.2038505096,0.8287372426,0.9108546418,0.7779369628,0.9351245085
dacc-temp,la_llave.temp_min,normal,all,3,C5.0,13.169,0.25,0.8890147225,0.6804204236,0.873430585,0.9032924761,0.7774631937,3.36E-34,0.8303242577,0.7557251908,0.9271667881,0.7481108312,0.9298758218,0.7481108312,0.7557251908,0.7518987342,0.2225368063,0.1681766704,0.224801812,0.8414459894,0.9162954698,0.8309455587,0.930186824
dacc-temp,la_llave.temp_min,normal,local,2,glm,2.533,0.22,0.8878822197,0.6612197206,0.8722350091,0.9022269903,0.7774631937,1.75E-33,0.0008373479212,0.6870229008,0.945375091,0.7826086957,0.9134412386,0.7826086957,0.6870229008,0.7317073171,0.2225368063,0.1528878822,0.1953567384,0.8161989959,0.9418404766,0.6275071633,0.9452817824
dacc-temp,la_llave.temp_min,normal,all,3,rpart,4.285,0.26,0.8714609287,0.6112312565,0.8549494352,0.8867268608,0.7774631937,3.88E-24,0.001443184851,0.6488549618,0.9351784414,0.7412790698,0.9029535865,0.7412790698,0.6488549618,0.6919945726,0.2225368063,0.144394111,0.194790487,0.7920167016,0.9771585999,0.8638968481,0.9708292363
dacc-temp,la_llave.temp_min,normal,all,4,C5.0,17.192,0.22,0.8623229462,0.5522899867,0.8453625614,0.8780685159,0.7773371105,8.78E-20,5.02E-15,0.534351145,0.9562682216,0.7777777778,0.8775919732,0.7777777778,0.534351145,0.6334841629,0.2226628895,0.11898017,0.1529745042,0.7453096833,0.9279157381,0.5802292264,0.9750901344
dacc-temp,la_llave.temp_min,normal,all,1,glm,3.36,0.21,0.8884484711,0.6619678624,0.8728327375,0.9027597931,0.7774631937,7.7E-34,0.0003675464199,0.6844783715,0.9468317553,0.7865497076,0.9129213483,0.7865497076,0.6844783715,0.7319727891,0.2225368063,0.1523216308,0.1936579841,0.8156550634,0.9461467278,0.6575931232,0.9430068785
dacc-temp,la_llave.temp_min,normal,all,4,rpart,4.673,0.22,0.8917847025,0.6777365128,0.8763522289,0.9059003779,0.7773371105,4.83E-36,0.02058893364,0.7150127226,0.9424198251,0.7805555556,0.9202846975,0.7805555556,0.7150127226,0.7463479416,0.2226628895,0.1592067989,0.2039660057,0.8287162739,0.9108406845,0.7779369628,0.9351032448
dacc,la_llave.temp_min,smote,local,1,rf,78.338,0.3,0.8861834655,0.697199811,0.8704425305,0.9006278707,0.7774631937,2.01E-32,3.35E-11,0.8651399491,0.8922068463,0.6967213115,0.9585289515,0.6967213115,0.8651399491,0.7718501703,0.2225368063,0.1925254813,0.2763306908,0.8786733977,0.9971982558,1,0.9705207992
dacc,la_llave.temp_min,smote,local,2,rf,595.901,0.3,0.8901472254,0.7075005677,0.8746266403,0.9043574793,0.7774631937,6.29E-35,2.44E-11,0.8727735369,0.8951201748,0.704312115,0.9609069586,0.704312115,0.8727735369,0.7795454545,0.2225368063,0.1942242356,0.2757644394,0.8839468558,0.9984713392,1,0.9747706422
dacc,las_paredes.temp_min,smote,local,2,rf,299.807,0.28,0.9020385051,0.6773144852,0.8872159034,0.9155091194,0.8182332956,5.97E-23,0.2238107014,0.7570093458,0.9342560554,0.7189349112,0.9453781513,0.7189349112,0.7570093458,0.7374810319,0.1817667044,0.137599094,0.1913929785,0.8456327006,0.9978357245,1,0.9641847314
dacc,la_llave.temp_min,smote,local,3,rf,783.642,0.29,0.8946772367,0.7223500454,0.8794157882,0.9086125325,0.7774631937,6.13E-38,1.37E-14,0.8982188295,0.8936635106,0.7074148297,0.9684293607,0.7074148297,0.8982188295,0.7914798206,0.2225368063,0.1998867497,0.2825594564,0.89594117,0.9983891326,1,0.9701737135
dacc,la_llave.temp_min,smote,local,4,rf,783.486,0.29,0.8963172805,0.7260964579,0.8811470839,0.910154819,0.7773371105,4.09E-39,4.7E-14,0.8982188295,0.8957725948,0.7116935484,0.9684791174,0.7116935484,0.8982188295,0.7941507312,0.2226628895,0.2,0.28101983,0.8969957121,0.9982085821,1,0.9721402819
dacc,la_llave.temp_min,smote,all,3,rf,9586.127,0.24,0.8980747452,0.7080932764,0.8830130181,0.9117984163,0.7774631937,2.63E-40,0.5023349544,0.7837150127,0.9308084487,0.7642679901,0.9376375642,0.7642679901,0.7837150127,0.7738693467,0.2225368063,0.174405436,0.2281993205,0.8572617307,0.9984196548,1,0.9721402819
dacc,la_llave.temp_min,smote,all,4,rf,15260.662,0.25,0.8980169972,0.7152189775,0.8829472951,0.9117480789,0.7773371105,2.61E-40,0.005818873265,0.8193384224,0.9205539359,0.747099768,0.9467766117,0.747099768,0.8193384224,0.7815533981,0.2226628895,0.1824362606,0.2441926346,0.8699461791,0.9978953774,1,0.973123566
dacc,la_llave.temp_min,normal,local,3,rf,409.654,0.22,0.8975084938,0.7008174856,0.8824131502,0.9112677675,0.7774631937,6.63E-40,0.4573036148,0.7557251908,0.9380917698,0.777486911,0.9306358382,0.777486911,0.7557251908,0.7664516129,0.2225368063,0.1681766704,0.2163080408,0.8469084803,1,1,1
dacc,la_llave.temp_min,normal,local,4,rf,621.319,0.22,0.895184136,0.6913265137,0.879947601,0.9090919832,0.7773371105,2.48E-38,0.1414455358,0.737913486,0.9402332362,0.7795698925,0.9260588658,0.7795698925,0.737913486,0.7581699346,0.2226628895,0.164305949,0.2107648725,0.8390733611,1,1,1
dacc,la_llave.temp_min,normal,all,3,rf,2973.929,0.18,0.899207248,0.6942788397,0.8842131569,0.9128593077,0.7774631937,4.08E-41,0.0001320456764,0.7073791349,0.9541150765,0.8152492669,0.9192982456,0.8152492669,0.7073791349,0.757493188,0.2225368063,0.1574178935,0.1930917327,0.8307471057,1,1,1
dacc,la_llave.temp_min,normal,all,4,rf,4780.821,0.19,0.9002832861,0.6993878211,0.8853494595,0.9138705289,0.7773371105,6.09E-42,0.0006938377509,0.7175572519,0.9526239067,0.8126801153,0.9217207334,0.8126801153,0.7175572519,0.7621621622,0.2226628895,0.1597733711,0.1966005666,0.8350905793,1,1,1
dacc,junin.temp_min,smote,local,3,rf,515.159,0.33,0.9275198188,0.6981970435,0.9144191239,0.9391774316,0.8742921857,2.93E-13,3.26E-05,0.8198198198,0.9430051813,0.6740740741,0.9732620321,0.6740740741,0.8198198198,0.7398373984,0.1257078143,0.1030577576,0.1528878822,0.8814125006,0.9974668132,1,0.9598094671
dacc,junin.temp_min,smote,local,4,rf,693.916,0.31,0.9303116147,0.7052786342,0.9174186937,0.9417504176,0.8742209632,1.21E-14,0.0006117636823,0.8108108108,0.9475048607,0.6896551724,0.9720744681,0.6896551724,0.8108108108,0.7453416149,0.1257790368,0.1019830028,0.1478753541,0.8791578357,0.998520622,1,0.962488836
dacc,junin.temp_min,smote,all,3,rf,3569.409,0.33,0.9269535674,0.695301403,0.9138105692,0.9386555457,0.8742921857,5.4E-13,5.12E-05,0.8153153153,0.9430051813,0.6728624535,0.9726118904,0.6728624535,0.8153153153,0.7372708758,0.1257078143,0.1024915062,0.1523216308,0.8791602483,0.9972248303,1,0.9669544507
dacc,junin.temp_min,smote,all,4,rf,5095.187,0.34,0.9263456091,0.7008451174,0.9131533989,0.9380981846,0.8742209632,9.86E-13,8.79E-08,0.8468468468,0.9377835386,0.661971831,0.9770425388,0.661971831,0.8468468468,0.743083004,0.1257790368,0.1065155807,0.1609065156,0.8923151927,0.9991003885,1,0.9618934207
dacc,junin.temp_min,normal,local,3,rf,418.742,0.15,0.9224235561,0.5617103914,0.9089495171,0.9344729979,0.8742921857,5.39E-11,1.3E-17,0.463963964,0.9883419689,0.8512396694,0.9276595745,0.8512396694,0.463963964,0.6005830904,0.1257078143,0.05832389581,0.06851642129,0.7261529664,1,1,1
dacc,junin.temp_min,normal,local,4,rf,557.409,0.12,0.9240793201,0.5660892442,0.9107207168,0.9360065171,0.8742209632,1.02E-11,1.18E-19,0.4594594595,0.990926766,0.8793103448,0.9272286234,0.8793103448,0.4594594595,0.6035502959,0.1257790368,0.05779036827,0.0657223796,0.7251931127,1,1,1
dacc,junin.temp_min,normal,all,3,rf,3137.751,0.16,0.9303510759,0.6278869775,0.9174651304,0.9417835935,0.8742921857,1.21E-14,7.25E-12,0.5495495495,0.9851036269,0.8413793103,0.9383096854,0.8413793103,0.5495495495,0.6648501362,0.1257078143,0.06908267271,0.08210645527,0.7673265882,1,1,1
dacc,junin.temp_min,normal,all,4,rf,4538.447,0.18,0.9365439093,0.6806678707,0.9241439014,0.9474667882,0.8742209632,5.08E-18,3.66E-06,0.6351351351,0.9799092677,0.8197674419,0.9491525424,0.8197674419,0.6351351351,0.7157360406,0.1257790368,0.07988668555,0.09745042493,0.8075222014,1,1,1
dacc,tunuyan.temp_min,smote,local,3,rf,2288.833,0.2,0.8929784824,0.7568474839,0.8776189191,0.9070178325,0.6874292186,2.67E-93,0.0004803412,0.8731884058,0.9019769357,0.8019966722,0.9399141631,0.8019966722,0.8731884058,0.8360797918,0.3125707814,0.2729331823,0.3403171008,0.8875826708,0.9991785113,1,0.9862555721
dacc,tunuyan.temp_min,smote,local,4,rf,3233.333,0.21,0.8912181303,0.754928123,0.8757534396,0.9053680014,0.6872521246,1.37E-91,2.72E-06,0.8858695652,0.8936521022,0.7912621359,0.9450741064,0.7912621359,0.8858695652,0.8358974359,0.3127478754,0.2770538244,0.3501416431,0.8897608337,0.998994533,1,0.9881129272
dacc,tunuyan.temp_min,smote,all,3,rf,11623.547,0.2,0.8975084938,0.7689226957,0.8824131502,0.9112677675,0.6874292186,5.15E-98,1.96E-06,0.8949275362,0.8986820428,0.8006482982,0.9495213229,0.8006482982,0.8949275362,0.8451668092,0.3125707814,0.2797281993,0.3493771234,0.8968047895,0.9994097582,1,0.985884101
dacc,tunuyan.temp_min,smote,all,4,rf,17868.056,0.19,0.9014164306,0.7776910738,0.8865513669,0.9149309226,0.6872521246,2.69E-102,1.79E-06,0.9003623188,0.9018961253,0.8068181818,0.9521322889,0.8068181818,0.9003623188,0.8510273973,0.3127478754,0.2815864023,0.3490084986,0.9011292221,0.9993101252,1,0.9873699851
dacc,tunuyan.temp_min,normal,local,3,rf,282.275,0.18,0.8952434881,0.7582629799,0.8800150001,0.9091438418,0.6874292186,1.23E-95,0.2394576814,0.847826087,0.9168039539,0.8224956063,0.9298245614,0.8224956063,0.847826087,0.8349687779,0.3125707814,0.2650056625,0.3221970555,0.8823150204,1,1,1
dacc,tunuyan.temp_min,normal,local,4,rf,378.428,0.18,0.895184136,0.7584357899,0.879947601,0.9090919832,0.6872521246,1.19E-95,0.1857069388,0.8496376812,0.9159109646,0.8213660245,0.9304857621,0.8213660245,0.8496376812,0.8352626892,0.3127478754,0.2657223796,0.3235127479,0.8827743229,1,1,1
dacc,tunuyan.temp_min,normal,all,3,rf,1927.048,0.15,0.9026047565,0.7731385911,0.8878168723,0.916038659,0.6874292186,1.6E-103,0.9392207729,0.8423913043,0.9299835255,0.8454545455,0.9284539474,0.8454545455,0.8423913043,0.8439201452,0.3125707814,0.2633069083,0.3114382786,0.8861874149,1,1,1
dacc,tunuyan.temp_min,normal,all,4,rf,3144.456,0.16,0.8985835694,0.7630255858,0.8835476324,0.9122788966,0.6872521246,3.09E-99,0.549874581,0.8297101449,0.9299258038,0.8434622468,0.9230769231,0.8434622468,0.8297101449,0.8365296804,0.3127478754,0.259490085,0.3076487252,0.8798179744,1,1,1
dacc,agua_amarga.temp_min,smote,local,3,rf,352.257,0.35,0.9065685164,0.6477095499,0.8920277055,0.9197413541,0.855605889,7.62E-11,0.000613905375,0.7647058824,0.9305095963,0.65,0.9590723056,0.65,0.7647058824,0.7027027027,0.144394111,0.110419026,0.1698754247,0.8476077393,0.9989191119,1,0.972948048
dacc,agua_amarga.temp_min,smote,local,4,rf,473.403,0.32,0.9127478754,0.6634973692,0.8986028365,0.9255022119,0.8555240793,2.06E-13,0.01944508151,0.7568627451,0.9390728477,0.6771929825,0.9581081081,0.6771929825,0.7568627451,0.7148148148,0.1444759207,0.1093484419,0.1614730878,0.8479677964,0.9980269454,1,0.9723332309
dacc,agua_amarga.temp_min,smote,all,3,rf,2731.53,0.29,0.9252548131,0.7160114515,0.9119861574,0.9370886228,0.855605889,1.12E-19,0.0006875045173,0.8196078431,0.9430840503,0.7084745763,0.9687287559,0.7084745763,0.8196078431,0.76,0.144394111,0.1183465459,0.1670441676,0.8813459467,0.9992156744,1,0.9747924992
dacc,agua_amarga.temp_min,smote,all,4,rf,4071.035,0.29,0.9235127479,0.705471536,0.9101130505,0.9354830909,0.8555240793,9.92E-19,0.009823274508,0.7960784314,0.9450331126,0.7097902098,0.9648411089,0.7097902098,0.7960784314,0.7504621072,0.1444759207,0.1150141643,0.1620396601,0.870555772,0.9980520463,1,0.9766369505
dacc,agua_amarga.temp_min,normal,local,3,rf,224.464,0.25,0.9133635334,0.6175833694,0.8992636878,0.9260712804,0.855605889,1.16E-13,5.29E-05,0.6,0.9662475182,0.75,0.9346991037,0.75,0.6,0.6666666667,0.144394111,0.08663646659,0.1155152888,0.7831237591,1,1,1
dacc,agua_amarga.temp_min,normal,local,4,rf,295.603,0.24,0.9161473088,0.632011946,0.9022306838,0.9286610891,0.8555240793,5.75E-15,0.0001118305801,0.6156862745,0.9668874172,0.7584541063,0.9370988447,0.7584541063,0.6156862745,0.6796536797,0.1444759207,0.08895184136,0.1172804533,0.7912868459,1,1,1
dacc,agua_amarga.temp_min,normal,all,3,rf,1407.409,0.2,0.9297848245,0.6970681245,0.9168554901,0.9412628048,0.855605889,2.3E-22,0.0008915134792,0.6823529412,0.9715420251,0.801843318,0.9477081988,0.801843318,0.6823529412,0.7372881356,0.144394111,0.09852774632,0.1228765572,0.8269474832,1,1,1
dacc,agua_amarga.temp_min,normal,all,4,rf,2055.863,0.2,0.9280453258,0.6869933742,0.9149800883,0.9396647352,0.8555240793,2.48E-21,0.0001938513693,0.6666666667,0.9721854305,0.8018867925,0.9452672247,0.8018867925,0.6666666667,0.7280513919,0.1444759207,0.09631728045,0.1201133144,0.8194260486,1,1,1
dacc,las_paredes.temp_min,smote,local,3,rf,444.709,0.27,0.9065685164,0.6936909094,0.8920277055,0.9197413541,0.8182332956,1.54E-25,0.1194709868,0.7757009346,0.9356401384,0.7280701754,0.9494382022,0.7280701754,0.7757009346,0.7511312217,0.1817667044,0.1409966025,0.1936579841,0.8556705365,0.998614894,1,0.963859208
dacc,las_paredes.temp_min,smote,local,4,rf,601.574,0.28,0.9019830028,0.6749577656,0.8871525306,0.915460908,0.8181303116,5.94E-23,0.4470836955,0.7476635514,0.9362880886,0.7228915663,0.9434752268,0.7228915663,0.7476635514,0.7350689127,0.1818696884,0.1359773371,0.188101983,0.84197582,0.9982102812,1,0.963859208
dacc,las_paredes.temp_min,smote,all,3,rf,3862.331,0.28,0.9048697622,0.6906799894,0.8902221833,0.918155371,0.8182332956,1.51E-24,0.0372425446,0.7819314642,0.9321799308,0.7191977077,0.9505998589,0.7191977077,0.7819314642,0.7492537313,0.1817667044,0.1421291053,0.1976217441,0.8570556975,0.9992279101,1,0.9676304211
dacc,las_paredes.temp_min,smote,all,4,rf,5759.981,0.28,0.9019830028,0.6757330507,0.8871525306,0.915460908,0.8181303116,5.94E-23,0.3615881296,0.7507788162,0.9355955679,0.7215568862,0.9440950384,0.7215568862,0.7507788162,0.7358778626,0.1818696884,0.1365439093,0.1892351275,0.843187192,0.9981817366,1,0.9651162791
dacc,las_paredes.temp_min,normal,local,3,rf,235.365,0.14,0.9031710079,0.6228371455,0.8884179836,0.9165680551,0.8182332956,1.4E-23,1.08E-17,0.5576323988,0.9799307958,0.8605769231,0.9088575096,0.8605769231,0.5576323988,0.6767485822,0.1817667044,0.1013590034,0.1177802945,0.7687815973,1,1,1
dacc,las_paredes.temp_min,normal,local,4,rf,314.418,0.16,0.9014164306,0.6199180703,0.8865513669,0.9149309226,0.8181303116,1.22E-22,1.72E-15,0.5638629283,0.9764542936,0.8418604651,0.9096774194,0.8418604651,0.5638629283,0.6753731343,0.1818696884,0.1025495751,0.1218130312,0.770158611,1,1,1
dacc,las_paredes.temp_min,normal,all,3,rf,1628.332,0.14,0.9065685164,0.6411090775,0.8920277055,0.9197413541,0.8182332956,1.54E-25,2.01E-15,0.5825545171,0.9785467128,0.8577981651,0.9134366925,0.8577981651,0.5825545171,0.693877551,0.1817667044,0.1058890147,0.1234428086,0.780550615,1,1,1
dacc,las_paredes.temp_min,normal,all,4,rf,2537.339,0.14,0.904815864,0.6320014297,0.890160492,0.9181086753,0.8181303116,1.5E-24,1.52E-16,0.5700934579,0.9792243767,0.8591549296,0.9110824742,0.8591549296,0.5700934579,0.6853932584,0.1818696884,0.1036827195,0.1206798867,0.7746589173,1,1,1
dacc,la_llave.temp_min,smote,local,3,rf,572.01,0.29,0.8946772367,0.7223500454,0.8794157882,0.9086125325,0.7774631937,6.13E-38,1.37E-14,0.8982188295,0.8936635106,0.7074148297,0.9684293607,0.7074148297,0.8982188295,0.7914798206,0.2225368063,0.1998867497,0.2825594564,0.89594117,0.9983891326,1,0.9701737135
dacc,la_llave.temp_min,smote,local,4,rf,783.962,0.29,0.8963172805,0.7260964579,0.8811470839,0.910154819,0.7773371105,4.09E-39,4.7E-14,0.8982188295,0.8957725948,0.7116935484,0.9684791174,0.7116935484,0.8982188295,0.7941507312,0.2226628895,0.2,0.28101983,0.8969957121,0.9982085821,1,0.9721402819
dacc-temp,junin.temp_min,smote,all,1,C5.0,31.277,0.39,0.9105322763,0.6401644503,0.896245918,0.9234366114,0.8742921857,9.57E-07,9.81E-08,0.7972972973,0.9268134715,0.6103448276,0.9695121951,0.6103448276,0.7972972973,0.69140625,0.1257078143,0.1002265006,0.1642129105,0.8620553844,0.9784153068,0.9692307692,0.9366260042
dacc-temp,junin.temp_min,smote,all,1,glm,14.55,0.43,0.9020385051,0.6431173006,0.8872159034,0.9155091194,0.8742921857,0.0001639092951,2.21E-22,0.9009009009,0.9022020725,0.5698005698,0.9844522968,0.5698005698,0.9009009009,0.6980802792,0.1257078143,0.1132502831,0.1987542469,0.9015514867,0.9677057347,0.9076923077,0.905385302
dacc-temp,junin.temp_min,smote,all,1,rpart,13.213,0.38,0.9133635334,0.6556609905,0.8992636878,0.9260712804,0.8742921857,1.24E-07,2.2E-09,0.8243243243,0.9261658031,0.6161616162,0.9734513274,0.6161616162,0.8243243243,0.7052023121,0.1257078143,0.1036240091,0.1681766704,0.8752450637,0.9704964182,0.9384615385,0.9262124368
dacc-temp,junin.temp_min,normal,all,1,C5.0,5.323,0.26,0.9241223103,0.6290520798,0.9107709047,0.9360429753,0.8742921857,1.02E-11,0.002498364202,0.6171171171,0.9682642487,0.7365591398,0.9462025316,0.7365591398,0.6171171171,0.6715686275,0.1257078143,0.07757644394,0.1053227633,0.7926906829,0.9228194448,0.6897435897,0.9750074383
dacc-temp,junin.temp_min,normal,all,1,glm,3.644,0.17,0.9382785957,0.6872406454,0.9260248877,0.9490495593,0.8742921857,5.04E-19,6.34E-07,0.6351351351,0.981865285,0.8343195266,0.9492798998,0.8343195266,0.6351351351,0.7212276215,0.1257078143,0.0798414496,0.09569648924,0.8085002101,0.9677957568,0.6564102564,0.9738173163
dacc-temp,junin.temp_min,normal,all,1,rpart,3.012,0.29,0.9178935447,0.5977675921,0.9041008643,0.9302779299,0.8742921857,3.27E-09,0.002793089103,0.5900900901,0.9650259067,0.7081081081,0.9424414927,0.7081081081,0.5900900901,0.6437346437,0.1257078143,0.07417893545,0.1047565119,0.7775579984,0.9848301406,0.8384615385,0.9830407617
dacc-temp,junin.temp_min,normal,all,2,C5.0,9.131,0.3,0.9207248018,0.6248801389,0.9071298717,0.9329012613,0.8742921857,2.66E-10,0.1083193807,0.6396396396,0.9611398964,0.702970297,0.9488491049,0.702970297,0.6396396396,0.6698113208,0.1257078143,0.08040770102,0.114382786,0.800389768,0.94909913,0.7538461538,0.9761904762
dacc-temp,junin.temp_min,normal,all,2,glm,4.94,0.19,0.9354473386,0.6763695988,0.9229623073,0.9464601607,0.8742921857,2.27E-17,1.07E-05,0.6351351351,0.978626943,0.8103448276,0.949120603,0.8103448276,0.6351351351,0.7121212121,0.1257078143,0.0798414496,0.09852774632,0.8068810391,0.9698466117,0.6384615385,0.9761904762
dacc-temp,junin.temp_min,normal,all,2,rpart,3.523,0.29,0.9167610419,0.5835720771,0.9028905276,0.9292273194,0.8742921857,8.47E-09,0.0001482300832,0.5630630631,0.9676165803,0.7142857143,0.9390320553,0.7142857143,0.5630630631,0.6297229219,0.1257078143,0.07078142695,0.09909399773,0.7653398217,0.982582036,0.8435897436,0.9857142857
dacc-temp,junin.temp_min,smote,all,2,C5.0,46.133,0.4,0.9082672707,0.6335536428,0.8938345826,0.9213259716,0.8742921857,4.35E-06,2.43E-08,0.7972972973,0.9242227979,0.6020408163,0.9694293478,0.6020408163,0.7972972973,0.6860465116,0.1257078143,0.1002265006,0.1664779162,0.8607600476,0.9835542582,0.9846153846,0.9410714286
dacc-temp,junin.temp_min,smote,all,2,glm,18.257,0.39,0.9150622877,0.6812105575,0.9010763376,0.9276500768,0.8742921857,3.34E-08,5.59E-19,0.9099099099,0.9158031088,0.6084337349,0.9860529986,0.6084337349,0.9099099099,0.7292418773,0.1257078143,0.114382786,0.18799547,0.9128565094,0.9695795177,0.9051282051,0.9142857143
dacc-temp,junin.temp_min,smote,all,2,rpart,17.171,0.39,0.9144960362,0.6754711562,0.9004719519,0.9271239819,0.8742921857,5.21E-08,1.04E-16,0.8918918919,0.917746114,0.6092307692,0.9833448994,0.6092307692,0.8918918919,0.7239488117,0.1257078143,0.1121177803,0.1840317101,0.9048190029,0.9563843101,0.9538461538,0.9113095238
dacc-temp,junin.temp_min,smote,all,3,C5.0,57.733,0.49,0.8776896942,0.5409432028,0.8614954094,0.892616906,0.8742921857,0.3493107508,1.2E-13,0.7612612613,0.8944300518,0.5090361446,0.9630404463,0.5090361446,0.7612612613,0.6101083032,0.1257078143,0.09569648924,0.18799547,0.8278456565,0.9783894779,0.9897435897,0.9371836856
dacc-temp,junin.temp_min,smote,all,3,glm,23.136,0.42,0.906002265,0.6548929678,0.8914257159,0.9192128432,0.8742921857,1.78E-05,1.34E-21,0.9054054054,0.9060880829,0.5809248555,0.9852112676,0.5809248555,0.9054054054,0.7077464789,0.1257078143,0.1138165345,0.1959229898,0.9057467442,0.9689903131,0.9025641026,0.9109854123
dacc-temp,junin.temp_min,smote,all,3,rpart,20.652,0.42,0.9048697622,0.6452135979,0.8902221833,0.918155371,0.8742921857,3.46E-05,2.83E-18,0.8783783784,0.9086787565,0.5803571429,0.9811188811,0.5803571429,0.8783783784,0.6989247312,0.1257078143,0.110419026,0.1902604757,0.8935285674,0.9630697476,0.9615384615,0.9065197976
dacc-temp,junin.temp_min,normal,all,3,C5.0,12.771,0.34,0.9116647792,0.5803257512,0.8974525376,0.9244909714,0.8742921857,4.31E-07,0.09269580256,0.5990990991,0.9566062176,0.665,0.9431673052,0.665,0.5990990991,0.6303317536,0.1257078143,0.07531143828,0.1132502831,0.7778526584,0.9780329921,0.758974359,0.9833283715
dacc-temp,junin.temp_min,normal,all,3,glm,6.578,0.2,0.933182333,0.6650141461,0.9205167496,0.9443840814,0.8742921857,4.05E-16,1.51E-05,0.6261261261,0.9773316062,0.7988505747,0.9478643216,0.7988505747,0.6261261261,0.702020202,0.1257078143,0.07870894677,0.09852774632,0.8017288662,0.9705590034,0.6435897436,0.9779696338
dacc-temp,junin.temp_min,normal,all,3,rpart,4.01,0.22,0.9218573046,0.5890225229,0.9083427776,0.9339492786,0.8742921857,9.25E-11,4.26E-09,0.5315315315,0.9779792746,0.7763157895,0.9355638166,0.7763157895,0.5315315315,0.6310160428,0.1257078143,0.06681766704,0.08607021518,0.7547554031,0.9300390837,0.7051282051,0.9898779399
